Application_ID,Application_Date,Age,Monthly_Income,Employment_Type,Employment_Years,Credit_Score,Existing_Debt,Requested_Amount,Loan_Term_Months,Previous_Defaults,Previous_Applications,Residential_Status,Region,Debt_to_Income,Application_Status
APP100081,2025-01-05,44,15974.0,Permanent,,705,56424.0,31478.0,36,1,1,Own,Eastern Cape,0.294,Approved
APP100082,2025-01-05,46,18587.0,Temporary,29.0,638,16150.0,87053.0,72,0,1,Other,Mpumalanga,0.072,Approved
APP100083,2025-01-06,45,12913.0,Contract,3.0,620,14022.0,73366.0,12,0,1,Living with family,North West,0.09,Approved
APP100084,2025-01-06,65,14904.0,Permanent,31.0,680,17261.0,137422.0,48,1,3,Rent,North West,0.097,Approved
APP100085,2025-01-06,61,5716.0,Self-employed,0.0,629,25947.0,78144.0,72,0,1,Living with family,Free State,0.378,Declined
APP100086,2025-01-06,49,30751.0,Permanent,33.0,725,60375.0,66050.0,48,0,3,Rent,Northern Cape,0.164,Declined
APP100087,2025-01-06,35,21215.0,Permanent,20.0,610,36869.0,104438.0,60,0,2,Own,Gauteng,0.145,Declined
APP100088,2025-01-06,65,11763.0,Contract,30.0,740,48481.0,132484.0,60,0,1,Own,KwaZulu-Natal,0.343,Approved
APP100089,2025-01-06,21,51146.0,Permanent,13.0,638,70076.0,70453.0,36,0,2,Other,KwaZulu-Natal,0.114,Declined
APP100090,2025-01-06,45,18882.0,Permanent,25.0,462,128324.0,33788.0,60,0,0,Own,Northern Cape,0.566,Declined
APP100091,2025-01-06,27,10181.0,Contract,21.0,580,27197.0,101959.0,48,0,0,Living with family,Gauteng,0.223,Declined
APP100092,2025-01-06,29,28835.0,Permanent,33.0,632,11853.0,104919.0,60,0,1,Rent,Gauteng,0.034,Approved
APP100093,2025-01-06,44,22405.0,Contract,32.0,668,23684.0,86046.0,48,0,1,Own,North West,0.088,Cancelled
APP100094,2025-01-06,21,22363.0,Self-employed,12.0,633,72874.0,91889.0,48,2,2,Own,Limpopo,0.272,Declined
APP100095,2025-01-06,64,14242.0,Permanent,31.0,588,87901.0,50217.0,36,1,2,Living with family,Free State,0.514,Declined
APP100096,2025-01-06,28,23061.0,Permanent,7.0,774,89518.0,76363.0,60,0,2,Living with family,Eastern Cape,0.323,Approved
APP100097,2025-01-06,44,15586.0,Permanent,21.0,745,25812.0,130679.0,60,0,1,Living with family,Mpumalanga,0.138,Approved
APP100098,2025-01-06,31,24438.0,Permanent,19.0,549,58432.0,92363.0,12,0,1,Rent,Gauteng,0.199,Declined
APP100099,2025-01-07,37,6313.0,Permanent,20.0,577,151919.0,129490.0,12,0,2,Own,Eastern Cape,2.005,Declined
APP100100,2025-01-07,28,14179.0,Permanent,33.0,664,82036.0,127878.0,48,0,3,Rent,Gauteng,0.482,Approved
APP100101,2025-01-07,55,46412.0,Permanent,29.0,629,11036.0,228861.0,72,0,1,Living with family,Free State,0.02,Pending
APP100102,2025-01-07,55,11805.0,Permanent,5.0,435,43253.0,147023.0,36,1,0,Other,Mpumalanga,0.305,Declined
APP100103,2025-01-07,53,12913.0,Contract,34.0,586,34402.0,49144.0,24,1,2,Living with family,Limpopo,0.222,Declined
APP100104,2025-01-07,25,14069.0,Self-employed,26.0,695,13608.0,52347.0,60,0,2,Rent,Eastern Cape,0.081,Approved
APP100105,2025-01-07,62,9228.0,Contract,19.0,648,145638.0,21259.0,60,0,2,Living with family,Limpopo,1.315,Declined
APP100106,2025-01-07,59,5343.0,Permanent,13.0,570,14866.0,41563.0,48,0,2,Rent,Limpopo,0.232,Declined
APP100107,2025-01-07,61,15856.0,Permanent,9.0,598,41443.0,95595.0,48,0,2,Rent,Western Cape,0.218,Approved
APP100108,2025-01-07,48,19397.0,Contract,14.0,623,128144.0,126639.0,60,0,4,Rent,Eastern Cape,0.551,Declined
APP100109,2025-01-07,27,17488.0,Permanent,2.0,832,22308.0,38142.0,48,0,1,Rent,Eastern Cape,0.106,Approved
APP100110,2025-01-07,29,16621.0,Permanent,14.0,643,43843.0,118843.0,36,0,1,Own,Limpopo,0.22,Approved
APP100111,2025-01-07,28,18431.0,Self-employed,30.0,586,66596.0,77243.0,60,0,3,Living with family,Free State,0.301,Approved
APP100112,2025-01-07,32,31593.0,Permanent,10.0,775,23720.0,147355.0,60,0,3,Living with family,Gauteng,0.063,Declined
APP100113,2025-01-07,54,16210.0,Permanent,18.0,683,28401.0,151091.0,12,0,0,Own,Mpumalanga,0.146,Declined
APP100114,2025-01-07,53,13126.0,Self-employed,14.0,580,57265.0,90793.0,48,0,1,Own,KwaZulu-Natal,0.364,Pending
APP100115,2025-01-07,43,15421.0,Self-employed,19.0,641,,56522.0,72,0,1,Rent,KwaZulu-Natal,0.405,Declined
APP100116,2025-01-08,44,24755.0,Permanent,21.0,626,84433.0,85553.0,12,0,2,Rent,KwaZulu-Natal,0.284,Approved
APP100117,2025-01-08,57,39134.0,Permanent,6.0,681,20756.0,133080.0,48,0,1,Rent,Gauteng,0.044,Cancelled
APP100118,2025-01-08,55,12742.0,Permanent,13.0,546,12271.0,157345.0,24,0,0,Other,Gauteng,0.08,Approved
APP100119,2025-01-08,64,19007.0,Contract,3.0,551,89058.0,58277.0,60,0,0,Own,North West,0.39,Declined
APP100120,2025-01-08,60,21682.0,Permanent,8.0,621,121964.0,163735.0,12,1,0,Own,Gauteng,0.469,Declined
APP100121,2025-01-08,42,10428.0,Permanent,24.0,574,358747.0,63835.0,60,0,1,Own,Eastern Cape,2.867,Declined
APP100122,2025-01-08,47,18203.0,Temporary,34.0,716,500000.0,391754.0,12,0,0,Rent,Eastern Cape,2.289,Declined
APP100123,2025-01-08,55,8039.0,Permanent,26.0,563,184086.0,50549.0,12,0,3,Living with family,Eastern Cape,1.908,Declined
APP100124,2025-01-08,21,6803.0,Self-employed,27.0,821,19668.0,40317.0,24,0,0,Rent,Gauteng,0.241,Approved
APP100125,2025-01-08,55,22023.0,Temporary,23.0,629,38596.0,125308.0,60,0,1,Own,Free State,0.146,Declined
APP100126,2025-01-08,57,14574.0,Permanent,32.0,650,75380.0,116240.0,36,0,2,Rent,Northern Cape,0.431,Approved
APP100127,2025-01-08,34,20118.0,Contract,32.0,666,65184.0,32575.0,48,0,4,Own,Western Cape,0.27,Approved
APP100128,2025-01-08,23,17824.0,Permanent,15.0,635,39336.0,66855.0,60,0,4,Rent,North West,0.184,Approved
APP100129,2025-01-08,21,10521.0,Contract,22.0,728,129776.0,103037.0,48,1,2,Rent,Gauteng,1.028,Approved
APP100130,2025-01-08,25,17558.0,Contract,10.0,651,30220.0,72005.0,36,0,0,Rent,Eastern Cape,0.143,Declined
APP100131,2025-01-08,46,9135.0,Permanent,18.0,601,53845.0,129890.0,72,0,0,Other,Mpumalanga,0.491,Approved
APP100132,2025-01-09,34,38683.0,Contract,33.0,538,47845.0,91831.0,72,0,2,Living with family,North West,0.103,Declined
APP100133,2025-01-09,59,8539.0,Self-employed,22.0,669,66060.0,120535.0,36,0,0,Rent,Mpumalanga,0.645,Cancelled
APP100134,2025-01-09,47,16162.0,Permanent,9.0,709,69842.0,82666.0,48,0,0,Rent,Northern Cape,0.36,Declined
APP100135,2025-01-09,29,10146.0,Permanent,0.0,545,22620.0,135492.0,48,0,1,Own,Western Cape,0.186,Declined
APP100136,2025-01-09,35,24633.0,Permanent,1.0,611,4786.0,136948.0,48,0,3,Own,North West,0.016,Approved
APP100137,2025-01-09,35,15001.0,Permanent,21.0,712,31065.0,78998.0,36,0,2,Rent,Northern Cape,0.173,Approved
APP100138,2025-01-09,46,13533.0,Temporary,16.0,576,54950.0,69318.0,36,1,2,Living with family,Eastern Cape,0.338,Declined
APP100139,2025-01-09,62,28779.0,Self-employed,23.0,575,66910.0,55975.0,36,1,1,Own,Free State,0.194,Approved
APP100140,2025-01-09,33,18294.0,Permanent,20.0,629,27539.0,58964.0,60,0,1,Living with family,Northern Cape,0.125,Approved
APP100141,2025-01-09,52,23915.0,Permanent,28.0,739,56779.0,86269.0,48,1,1,Own,Mpumalanga,0.198,Approved
APP100142,2025-01-09,59,10492.0,Permanent,13.0,709,55744.0,113016.0,60,0,1,Rent,KwaZulu-Natal,0.443,Pending
APP100143,2025-01-09,52,8312.0,Permanent,7.0,739,26455.0,149631.0,24,0,1,Rent,KwaZulu-Natal,0.265,Approved
APP100144,2025-01-09,24,19093.0,Permanent,29.0,565,39492.0,23164.0,36,1,1,Living with family,Gauteng,0.172,Approved
APP100145,2025-01-09,50,15105.0,Permanent,21.0,591,17240.0,15812.0,72,0,4,Rent,Free State,0.095,Declined
APP100146,2025-01-09,57,25404.0,Permanent,22.0,627,9389.0,63775.0,60,0,1,Rent,Gauteng,0.031,Declined
APP100147,2025-01-09,43,17226.0,Temporary,12.0,617,119604.0,76402.0,36,0,2,Rent,KwaZulu-Natal,0.579,Approved
APP100148,2025-01-09,59,20149.0,Permanent,27.0,582,52784.0,19744.0,12,0,1,Other,Western Cape,0.218,Declined
APP100149,2025-01-10,65,7371.0,Permanent,29.0,676,34284.0,81081.0,48,0,0,Living with family,Free State,0.388,Approved
APP100150,2025-01-10,35,50857.0,Permanent,4.0,518,60965.0,33842.0,36,0,1,Rent,Limpopo,0.1,Declined
APP100151,2025-01-10,63,16445.0,Temporary,9.0,651,65307.0,76443.0,48,0,0,Own,Free State,0.331,Declined
APP100152,2025-01-10,49,26418.0,Contract,8.0,765,225957.0,20129.0,60,0,4,Rent,KwaZulu-Natal,0.713,Declined
APP100153,2025-01-10,56,11365.0,Self-employed,13.0,646,131497.0,48791.0,12,0,3,Living with family,North West,0.964,Approved
APP100154,2025-01-10,33,21323.0,Permanent,9.0,578,59557.0,83092.0,48,0,0,Other,North West,0.233,Approved
APP100155,2025-01-10,52,8792.0,Permanent,32.0,544,250200.0,101938.0,24,1,1,Rent,KwaZulu-Natal,2.371,Declined
APP100156,2025-01-10,27,23081.0,Permanent,10.0,667,41831.0,75047.0,36,1,2,Rent,KwaZulu-Natal,0.151,Declined
APP100157,2025-01-10,42,14799.0,Permanent,5.0,770,118790.0,34559.0,48,0,0,Other,Free State,0.669,Approved
APP100158,2025-01-10,48,18291.0,Contract,16.0,656,29423.0,90000.0,72,0,1,Living with family,KwaZulu-Natal,0.134,Approved
APP100159,2025-01-10,22,26424.0,Self-employed,35.0,615,46985.0,40146.0,72,0,2,Own,Northern Cape,0.148,Approved
APP100160,2025-01-10,62,9138.0,Permanent,5.0,583,76964.0,94261.0,24,1,3,Other,KwaZulu-Natal,0.702,Declined
APP100161,2025-01-10,65,12353.0,Permanent,9.0,529,53533.0,207741.0,48,0,1,Own,Free State,0.361,Declined
APP100162,2025-01-10,26,23148.0,Contract,4.0,660,56804.0,57148.0,60,0,1,Living with family,Limpopo,0.204,Declined
APP100163,2025-01-10,48,57077.0,Permanent,18.0,520,54987.0,271470.0,72,0,1,Rent,Northern Cape,0.08,Declined
APP100164,2025-01-10,48,16684.0,Contract,6.0,709,127656.0,104270.0,36,0,3,Own,Northern Cape,0.638,Declined
APP100165,2025-01-11,64,24916.0,Contract,23.0,687,48658.0,59767.0,36,0,2,Living with family,Free State,0.163,Declined
APP100166,2025-01-11,64,16972.0,Permanent,18.0,624,27988.0,240216.0,24,0,1,Own,Free State,0.137,Approved
APP100167,2025-01-11,40,52384.0,Self-employed,10.0,689,43187.0,70083.0,72,0,1,Rent,Northern Cape,0.069,Approved
APP100168,2025-01-11,50,6885.0,Permanent,2.0,653,126592.0,39662.0,72,0,0,Own,North West,1.532,Declined
APP100169,2025-01-11,31,18962.0,Self-employed,29.0,688,89293.0,46924.0,12,2,1,Own,North West,0.392,Declined
APP100170,2025-01-11,48,7362.0,Contract,5.0,707,41318.0,73706.0,72,1,2,Rent,Limpopo,0.468,Approved
APP100171,2025-01-11,45,5000.0,Self-employed,34.0,621,24179.0,44610.0,12,0,2,Living with family,Mpumalanga,0.403,Approved
APP100172,2025-01-11,59,21199.0,Permanent,21.0,543,28953.0,55368.0,24,1,2,Other,KwaZulu-Natal,0.114,Pending
APP100173,2025-01-11,53,19435.0,Permanent,10.0,809,44486.0,47347.0,48,0,2,Own,North West,0.191,Approved
APP100174,2025-01-11,21,15390.0,Permanent,7.0,624,42112.0,101624.0,12,0,3,Rent,North West,0.228,Approved
APP100175,2025-01-11,47,16979.0,Permanent,26.0,608,25109.0,254169.0,36,0,2,Rent,North West,0.123,Pending
APP100176,2025-01-11,33,98932.0,Self-employed,28.0,673,96267.0,64426.0,24,0,0,Rent,Gauteng,0.081,Approved
APP100177,2025-01-11,61,15617.0,Permanent,7.0,626,28569.0,39166.0,24,0,0,Own,Northern Cape,0.152,Declined
APP100178,2025-01-11,23,23830.0,Self-employed,22.0,546,21844.0,66836.0,36,0,1,Rent,Eastern Cape,0.076,Cancelled
APP100179,2025-01-11,59,12594.0,Permanent,28.0,551,38430.0,37167.0,12,1,0,Living with family,Eastern Cape,0.254,Declined
APP100180,2025-01-11,26,21173.0,Permanent,15.0,573,65312.0,500000.0,60,0,0,Own,Western Cape,0.257,Declined
APP100181,2025-01-11,28,15789.0,Self-employed,34.0,667,21585.0,142039.0,24,0,4,Rent,Northern Cape,0.114,Approved
APP100182,2025-01-12,47,14362.0,Permanent,7.0,588,46845.0,192099.0,72,0,1,Own,Limpopo,0.272,Pending
APP100183,2025-01-12,29,48948.0,Contract,7.0,710,31806.0,120921.0,48,1,3,Own,Free State,0.054,Declined
APP100184,2025-01-12,57,34392.0,Permanent,32.0,628,34645.0,32383.0,24,0,0,Own,KwaZulu-Natal,0.084,Approved
APP100185,2025-01-12,53,19406.0,Self-employed,4.0,634,44660.0,91747.0,72,0,2,Living with family,Mpumalanga,0.192,Declined
APP100186,2025-01-12,62,5069.0,Permanent,16.0,644,72263.0,91911.0,72,0,1,Rent,Northern Cape,1.188,Approved
APP100187,2025-01-12,64,14758.0,Contract,21.0,562,45348.0,142196.0,60,0,2,Rent,Free State,0.256,Declined
APP100188,2025-01-12,44,79602.0,Permanent,13.0,736,365846.0,88653.0,36,0,0,Other,Gauteng,0.383,Approved
APP100189,2025-01-12,35,15855.0,Permanent,31.0,663,78148.0,40861.0,72,0,0,Own,Mpumalanga,0.411,Approved
APP100190,2025-01-12,52,33021.0,Self-employed,13.0,627,62338.0,266811.0,12,0,1,Living with family,Northern Cape,0.157,Declined
APP100191,2025-01-12,52,39783.0,Self-employed,19.0,600,35309.0,122068.0,36,0,1,Own,Gauteng,0.074,Declined
APP100192,2025-01-12,44,20304.0,Permanent,21.0,599,30033.0,56709.0,36,0,4,Own,KwaZulu-Natal,0.123,Declined
APP100193,2025-01-12,61,11329.0,Permanent,29.0,553,100988.0,70263.0,12,0,1,Rent,KwaZulu-Natal,0.743,Pending
APP100194,2025-01-12,32,5000.0,Permanent,32.0,540,12650.0,97080.0,36,0,2,Rent,KwaZulu-Natal,0.211,Pending
APP100195,2025-01-12,59,26224.0,Permanent,4.0,540,110611.0,56761.0,72,0,1,Rent,Free State,0.351,Declined
APP100196,2025-01-12,22,11499.0,Contract,17.0,720,114061.0,76094.0,36,1,3,Own,Northern Cape,0.827,Declined
APP100197,2025-01-12,23,19831.0,Permanent,6.0,583,40930.0,87363.0,24,0,0,Own,KwaZulu-Natal,0.172,Declined
APP100198,2025-01-13,57,9052.0,Permanent,28.0,559,113371.0,62619.0,48,0,4,Own,Gauteng,1.044,Declined
APP100199,2025-01-13,37,15557.0,Contract,8.0,737,35773.0,112720.0,12,0,2,Own,Northern Cape,0.192,Declined
APP100200,2025-01-13,22,18337.0,Permanent,6.0,645,41790.0,57424.0,24,0,2,Rent,KwaZulu-Natal,0.19,Declined
APP100201,2025-01-13,22,20866.0,Contract,6.0,552,67604.0,46958.0,72,0,0,Living with family,Eastern Cape,0.27,Declined
APP100202,2025-01-13,48,9750.0,Temporary,5.0,683,33457.0,134197.0,60,0,0,Other,Limpopo,0.286,Approved
APP100203,2025-01-13,43,34767.0,Permanent,26.0,749,79640.0,106341.0,24,0,1,Own,Mpumalanga,0.191,Approved
APP100204,2025-01-13,57,12963.0,Contract,3.0,691,31032.0,69149.0,24,0,0,Own,Limpopo,0.199,Approved
APP100205,2025-01-13,52,7166.0,Permanent,0.0,650,56095.0,45925.0,36,0,1,Rent,Gauteng,0.652,Declined
APP100206,2025-01-13,53,16952.0,Permanent,5.0,675,371328.0,122357.0,48,1,0,Rent,KwaZulu-Natal,1.825,Declined
APP100207,2025-01-13,21,18344.0,Permanent,30.0,730,66101.0,67805.0,24,0,1,Rent,KwaZulu-Natal,0.3,Approved
APP100208,2025-01-13,39,19662.0,Permanent,0.0,770,107342.0,60231.0,60,1,0,Other,Eastern Cape,0.455,Approved
APP100209,2025-01-13,22,38074.0,Permanent,4.0,569,93362.0,48176.0,36,0,1,Rent,Free State,0.204,Approved
APP100210,2025-01-13,64,15805.0,Permanent,18.0,642,9215.0,32354.0,24,0,1,Own,Free State,0.049,Approved
APP100211,2025-01-13,46,16854.0,Self-employed,4.0,685,41760.0,135444.0,60,0,0,Other,Free State,0.206,Approved
APP100212,2025-01-13,52,9812.0,Contract,4.0,653,134724.0,39789.0,12,0,1,Rent,Western Cape,1.144,Approved
